price,points,country,province
16.0,84,US,California
18.0,84,Spain,Northern Spain
13.0,90,France,Rhône Valley
30.0,85,US,California
15.0,88,Spain,Catalonia
32.0,84,France,Burgundy
28.0,90,Italy,Tuscany
28.0,88,France,Southwest France
28.0,91,US,California
35.31771674744211,86,France,Alsace
50.0,86,US,California
50.0,91,US,California
13.0,85,France,Southwest France
45.0,86,US,California
15.0,87,Spain,Levante
30.0,87,US,California
80.0,94,US,Washington
14.0,86,US,Oregon
20.0,91,France,Southwest France
55.0,91,US,Washington
35.31771674744211,92,South Africa,Simonsberg-Stellenbosch
50.0,87,Argentina,Mendoza Province
15.0,85,France,Beaujolais
25.0,84,US,North Carolina
75.0,92,US,California
15.0,88,France,Bordeaux
65.0,90,US,California
30.0,89,US,California
35.31771674744211,86,Italy,Italy Other
13.0,83,US,California
28.0,85,US,Oregon
36.0,93,France,Alsace
50.0,82,US,California
35.31771674744211,91,Austria,Burgenland
40.0,93,US,California
28.0,87,US,California
35.31771674744211,89,Italy,Tuscany
60.0,86,US,Oregon
65.0,90,Italy,Tuscany
32.0,92,US,California
30.0,92,US,California
15.0,90,South Africa,Western Cape
18.0,89,Portugal,Península de Setúbal
50.0,92,Italy,Sicily & Sardinia
19.0,89,Argentina,Mendoza Province
35.31771674744211,90,Italy,Sicily & Sardinia
18.0,86,France,Bordeaux
14.0,84,Italy,Central Italy
35.0,87,US,California
26.0,91,France,Alsace
79.0,88,Greece,Epanomi
28.0,92,Germany,Mosel
18.0,84,US,California
50.0,86,US,California
35.0,87,US,California
7.0,84,Australia,Australia Other
40.0,91,Australia,Tasmania
12.0,86,Portugal,Alentejano
22.0,88,US,Washington
14.0,93,US,California
35.31771674744211,84,Portugal,Alentejano
39.0,86,Italy,Lombardy
56.0,88,US,California
40.0,88,Portugal,Bairrada
11.0,86,Argentina,Mendoza Province
15.0,83,US,California
8.0,87,Portugal,Alentejano
30.0,82,Argentina,Other
17.0,85,Argentina,Mendoza Province
191.0,93,France,Burgundy
16.0,87,Germany,Mosel
14.0,86,US,California
19.0,83,US,New York
25.0,91,France,Beaujolais
20.0,88,US,California
20.0,94,France,Alsace
55.0,92,Austria,Burgenland
24.0,90,France,Beaujolais
10.0,82,Chile,Bío Bío Valley
17.0,87,Portugal,Alentejano
26.0,88,US,California
40.0,88,France,Champagne
18.0,88,Germany,Pfalz
23.0,86,Italy,Sicily & Sardinia
65.0,90,US,California
60.0,94,US,California
69.0,91,France,Burgundy
36.0,87,US,California
15.0,83,US,Michigan
26.0,85,Argentina,Mendoza Province
18.0,83,US,California
30.0,90,US,California
125.0,93,US,California
60.0,91,US,California
35.31771674744211,92,Portugal,Douro
14.0,84,Chile,Casablanca Valley
25.0,92,France,Bordeaux
35.31771674744211,90,Italy,Sicily & Sardinia
55.0,91,Spain,Northern Spain
10.0,87,Austria,Niederösterreich
23.0,93,Portugal,Douro
19.0,89,Spain,Northern Spain
13.0,86,Portugal,Alentejano
17.0,87,US,America
13.0,88,Australia,Australia Other
26.0,89,Italy,Tuscany
65.0,91,Canada,British Columbia
33.0,88,US,California
60.0,91,US,California
40.0,90,US,Oregon
18.0,90,US,Washington
35.0,91,Australia,Tasmania
20.0,91,Australia,South Australia
13.0,88,US,California
40.0,94,US,Washington
22.0,88,Italy,Tuscany
99.0,94,US,Washington
90.0,90,US,California
34.0,88,France,Alsace
12.0,86,Spain,Northern Spain
28.0,84,US,Virginia
15.0,87,US,California
19.0,90,France,Beaujolais
14.0,90,France,Bordeaux
20.0,87,Australia,Victoria
70.0,94,US,Washington
65.0,88,France,Champagne
39.0,86,US,California
18.0,84,US,California
49.0,92,US,California
57.0,90,US,Oregon
25.0,86,US,California
18.0,89,France,Languedoc-Roussillon
200.0,84,France,Champagne
23.0,91,Austria,Kremstal
27.0,93,US,California
35.31771674744211,90,Italy,Piedmont
50.0,88,US,California
48.0,93,US,California
14.0,87,US,California
35.0,93,US,California
25.0,90,Chile,Colchagua Valley
25.0,89,Chile,Maipo Valley
11.0,84,Chile,Leyda Valley
35.31771674744211,92,France,Bordeaux
26.0,93,US,California
150.0,88,US,California
15.0,90,France,Loire Valley
68.0,90,Italy,Northeastern Italy
35.31771674744211,85,France,Bordeaux
25.0,87,US,Oregon
13.0,82,France,Bordeaux
12.0,87,France,Bordeaux
25.0,84,US,California
15.0,84,France,Bordeaux
15.0,87,Portugal,Lisboa
34.0,90,Portugal,Bairrada
22.0,83,Italy,Tuscany
7.0,81,Spain,Central Spain
45.0,91,US,Washington
28.0,92,US,Oregon
25.0,91,South Africa,Stellenbosch
14.0,87,US,Washington
63.0,92,US,Oregon
78.0,95,US,California
184.0,97,France,Burgundy
49.0,91,US,California
56.0,93,France,Champagne
15.0,88,France,Loire Valley
24.0,86,Austria,Burgenland
30.0,87,Argentina,Mendoza Province
69.0,97,France,Loire Valley
85.0,89,Italy,Tuscany
74.0,94,Italy,Piedmont
16.0,90,US,California
48.0,81,US,California
20.0,90,US,California
45.0,92,US,Washington
18.0,91,Austria,Wagram
35.31771674744211,91,France,Burgundy
35.31771674744211,85,Italy,Tuscany
50.0,95,US,California
38.0,91,Italy,Northeastern Italy
50.0,85,US,California
18.0,87,US,California
38.0,84,US,California
60.0,88,US,California
11.0,86,Chile,Maipo Valley
30.0,84,US,California
14.0,89,France,Rhône Valley
150.0,94,US,California
13.0,85,Portugal,Vinho Verde
17.0,88,US,California
17.0,89,France,Alsace
35.31771674744211,91,Portugal,Port
19.0,84,Argentina,Mendoza Province
34.0,92,US,California
60.0,91,Austria,Wachau
10.0,86,Austria,Weinland Österreich
12.0,85,US,Washington
30.0,91,US,California
45.0,87,US,California
60.0,92,US,California
35.31771674744211,93,Portugal,Madeira
24.0,87,US,California
22.0,86,Italy,Northeastern Italy
30.0,87,US,California
46.0,92,France,Provence
15.0,89,US,New York
33.0,94,France,Alsace
300.0,94,Portugal,Port
18.0,90,Germany,Mosel
10.0,87,Chile,Maipo Valley
13.0,87,Spain,Northern Spain
32.0,91,France,Loire Valley
15.0,86,Italy,Veneto
35.31771674744211,86,Portugal,Port
21.0,90,France,Beaujolais
25.0,87,Italy,Tuscany
20.0,88,US,Oregon
20.0,87,Croatia,Istria
39.0,92,Argentina,Mendoza Province
60.0,89,US,Washington
148.0,88,France,Burgundy
75.0,94,US,California
23.0,91,US,California
35.31771674744211,92,France,Bordeaux
18.0,87,Italy,Northeastern Italy
22.0,88,US,California
84.0,94,US,Washington
17.0,88,Germany,Rheingau
37.0,89,France,Alsace
31.0,93,Austria,Kamptal
8.0,86,Portugal,Alentejano
16.0,88,France,Rhône Valley
22.0,85,US,California
18.0,88,Chile,Maule Valley
9.0,85,Portugal,Vinho Verde
30.0,87,US,California
45.0,91,France,Provence
21.0,89,Italy,Tuscany
16.0,89,Italy,Sicily & Sardinia
24.0,88,France,Provence
70.0,92,US,California
21.0,92,US,California
60.0,91,US,Washington
49.0,88,US,Oregon
35.31771674744211,86,Italy,Tuscany
13.0,86,Germany,Rheinhessen
115.0,92,US,California
26.0,90,Portugal,Port
15.0,88,South Africa,Eilandia
62.0,91,US,California
48.0,92,US,Oregon
16.0,86,US,California
25.0,87,Italy,Tuscany
24.0,86,US,California
20.0,86,France,Southwest France
25.0,88,Italy,Sicily & Sardinia
11.0,85,US,California
29.0,92,Austria,Wachau
20.0,86,US,Washington
32.0,93,France,Alsace
10.0,84,US,California
10.0,88,US,California
12.0,85,US,California
65.0,89,US,Washington
34.0,88,Italy,Lombardy
286.0,97,France,Burgundy
26.0,85,US,Oregon
18.0,89,Spain,Catalonia
18.0,89,US,New York
17.0,86,Italy,Central Italy
55.0,87,US,California
23.0,91,US,California
410.0,97,France,Burgundy
35.0,86,Australia,Victoria
150.0,94,Portugal,Douro
35.31771674744211,84,Austria,Mittelburgenland
20.0,88,US,California
15.0,91,Portugal,Alentejo
10.0,86,France,Bordeaux
28.0,90,US,Oregon
45.0,90,US,California
22.0,90,Spain,Northern Spain
35.31771674744211,86,Italy,Piedmont
50.0,91,US,California
28.0,91,US,California
45.0,90,US,California
22.0,90,US,New York
13.0,89,France,Bordeaux
19.0,90,Greece,Mantinia
12.0,87,Italy,Southern Italy
20.0,89,Chile,Rapel Valley
35.31771674744211,84,France,Southwest France
34.0,92,Germany,Mosel
53.0,95,US,California
24.0,92,France,Beaujolais
45.0,88,US,California
34.0,91,US,Oregon
75.0,93,US,Oregon
22.0,86,Chile,Casablanca Valley
15.0,86,Portugal,Douro
42.0,90,France,Burgundy
30.0,87,US,California
25.0,88,France,Bordeaux
15.0,88,Lebanon,Bekaa Valley
28.0,87,US,California
24.0,90,Chile,Maule Valley
32.0,87,US,California
29.0,90,US,Washington
20.0,90,Italy,Central Italy
20.0,88,US,Washington
125.0,88,US,California
49.0,88,US,California
18.0,85,Spain,Catalonia
80.0,89,France,Burgundy
60.0,93,US,Washington
18.0,83,Argentina,Mendoza Province
30.0,90,US,California
70.0,93,Australia,South Australia
20.0,91,Chile,Loncomilla Valley
28.0,91,Italy,Tuscany
73.0,92,France,Burgundy
30.0,91,France,Burgundy
100.0,95,US,California
24.0,90,Italy,Northeastern Italy
35.31771674744211,89,France,Burgundy
29.0,88,Spain,Northern Spain
18.0,89,US,California
14.0,85,New Zealand,Marlborough
49.0,91,US,California
18.0,91,US,Washington
36.0,92,Austria,Kremstal
17.0,90,US,California
22.0,83,US,California
17.0,88,Spain,Northern Spain
8.0,85,Australia,Australia Other
25.0,84,France,Burgundy
35.31771674744211,88,Portugal,Dão
80.0,93,Italy,Veneto
48.0,92,US,California
15.0,86,Germany,Mosel
22.0,88,Italy,Tuscany
18.0,84,France,Provence
20.0,91,US,California
30.0,90,Italy,Northeastern Italy
25.0,90,Italy,Piedmont
25.0,85,US,Washington
95.0,88,US,California
75.0,95,US,California
42.0,87,US,California
20.0,90,France,Rhône Valley
24.0,88,Spain,Northern Spain
34.0,92,Italy,Tuscany
61.0,93,France,Alsace
44.0,90,Portugal,Port
68.0,91,France,Champagne
16.0,89,Bulgaria,Thracian Valley
75.0,93,US,California
11.0,85,US,California
28.0,87,US,California
24.0,86,US,California
10.0,86,Portugal,Alentejano
11.0,88,US,California
55.0,91,US,California
16.0,89,France,Languedoc-Roussillon
35.31771674744211,93,France,Bordeaux
20.0,87,US,California
100.0,86,US,California
25.0,90,US,Oregon
28.0,88,France,Alsace
14.0,84,US,California
30.0,87,US,California
60.0,90,US,Washington
20.0,91,Australia,South Australia
85.0,91,US,California
35.31771674744211,85,France,Bordeaux
20.0,88,US,California
50.0,90,US,California
14.0,89,Chile,Colchagua Costa
19.0,87,Italy,Piedmont
30.0,91,US,Washington
36.0,87,US,California
22.0,88,US,Washington
11.0,88,South Africa,Western Cape
18.0,83,France,Burgundy
29.0,92,France,Bordeaux
35.31771674744211,87,Italy,Tuscany
50.0,92,US,Oregon
10.0,87,Argentina,Mendoza Province
55.0,95,Austria,Wagram
73.0,90,Spain,Andalucia
25.0,87,France,Burgundy
13.0,83,Argentina,Mendoza Province
55.0,90,Germany,Mosel
13.0,83,US,New York
28.0,88,US,Washington
10.0,87,Chile,Central Valley
60.0,91,US,Washington
17.0,85,New Zealand,South Island
20.0,88,Argentina,Mendoza Province
50.0,92,US,Washington
18.0,85,France,Bordeaux
19.0,87,South Africa,Constantia
35.31771674744211,87,Portugal,Port
14.0,85,US,California
20.0,91,US,Oregon
43.0,93,Germany,Rheinhessen
25.0,89,US,California
35.31771674744211,86,France,Bordeaux
20.0,85,France,Loire Valley
20.0,88,US,California
17.0,87,France,Alsace
11.0,87,France,Rhône Valley
27.0,87,France,Loire Valley
17.0,89,Austria,Burgenland
35.0,91,Austria,Niederösterreich
35.31771674744211,89,Portugal,Port
19.0,86,Portugal,Douro
40.0,91,Australia,Victoria
8.0,85,US,California
16.0,91,France,Bordeaux
27.0,93,France,Southwest France
38.0,83,US,California
38.0,91,US,California
10.0,84,Chile,Curicó Valley
32.0,91,US,California
38.0,87,Italy,Sicily & Sardinia
35.31771674744211,91,France,Burgundy
40.0,88,US,California
7.0,87,Portugal,Lisboa
13.0,83,Argentina,Mendoza Province
25.0,90,Argentina,Mendoza Province
15.0,89,Spain,Northern Spain
135.0,94,US,California
50.0,90,US,Oregon
80.0,88,US,Washington
20.0,88,Italy,Tuscany
12.0,86,US,America
19.0,92,France,Loire Valley
20.0,86,US,California
25.0,88,US,Washington
32.0,82,US,California
78.0,89,Italy,Tuscany
25.0,88,France,Bordeaux
25.0,89,Austria,Niederösterreich
26.0,91,US,Oregon
62.0,90,US,California
28.0,92,Germany,Mosel
14.0,85,Spain,Northern Spain
21.0,89,US,California
36.0,90,Italy,Veneto
25.0,87,Italy,Northeastern Italy
12.0,87,Italy,Central Italy
45.0,90,Italy,Tuscany
85.0,90,US,California
50.0,93,Argentina,Mendoza Province
20.0,85,US,Oregon
36.0,86,US,California
14.0,89,Spain,Northern Spain
24.0,86,France,Bordeaux
35.31771674744211,86,France,Provence
50.0,91,US,Washington
10.0,85,Argentina,Mendoza Province
92.0,92,Italy,Tuscany
80.0,92,US,California
50.0,90,Italy,Veneto
90.0,92,Italy,Tuscany
33.0,88,US,California
25.0,89,US,California
30.0,87,US,Washington
13.0,84,Croatia,Podunavlje
35.0,89,US,New York
17.0,83,France,Rhône Valley
32.0,93,France,Loire Valley
85.0,87,Italy,Piedmont
10.0,81,France,Provence
49.0,92,US,California
20.0,88,US,California
26.0,88,US,California
20.0,84,Chile,Casablanca Valley
65.0,93,Italy,Piedmont
64.0,92,Italy,Piedmont
42.0,88,US,California
35.0,94,US,Washington
15.0,87,France,Loire Valley
35.31771674744211,86,France,Provence
35.31771674744211,86,Austria,Weinviertel
105.0,95,France,Champagne
10.0,83,US,California
60.0,94,US,California
44.0,92,Germany,Rheingau
25.0,88,Argentina,Mendoza Province
17.0,91,US,California
24.0,90,US,California
30.0,87,New Zealand,Marlborough
35.0,90,US,California
35.31771674744211,94,France,Loire Valley
34.0,88,US,California
14.0,84,US,New York
30.0,84,France,Southwest France
26.0,93,France,Southwest France
26.0,91,Italy,Tuscany
18.0,83,Spain,Northern Spain
24.0,90,US,California
13.0,86,Chile,Casablanca Valley
15.0,84,Australia,South Australia
90.0,88,Italy,Tuscany
65.0,93,US,California
150.0,90,US,California
35.0,86,France,Burgundy
21.0,91,US,California
35.0,87,Italy,Sicily & Sardinia
30.0,87,US,California
15.0,87,France,Languedoc-Roussillon
28.0,87,US,Virginia
36.0,90,US,Washington
40.0,89,France,Burgundy
45.0,90,Italy,Veneto
65.0,90,US,California
40.0,85,US,California
40.0,87,US,Washington
25.0,90,Austria,Wagram
22.0,88,US,Washington
26.0,90,Italy,Tuscany
18.0,85,US,California
10.0,84,US,California
18.0,87,US,California
32.0,86,US,California
25.0,84,US,California
25.0,90,France,Bordeaux
21.0,86,US,California
75.0,91,US,California
23.0,84,US,California
35.0,86,US,Washington
35.0,87,US,Washington
67.0,90,Italy,Lombardy
32.0,92,France,Provence
20.0,90,Austria,Niederösterreich
8.0,84,US,California
20.0,86,France,Alsace
45.0,93,US,California
44.0,85,US,Oregon
35.31771674744211,88,France,Burgundy
45.0,92,Austria,Kremstal
14.0,82,US,California
18.0,89,France,Rhône Valley
17.0,87,Italy,Veneto
17.0,83,Chile,Leyda Valley
35.0,90,France,France Other
50.0,89,US,California
8.0,84,Spain,Northern Spain
18.0,86,Argentina,Mendoza Province
24.0,87,Italy,Northeastern Italy
30.0,90,France,Provence
37.0,88,US,Washington
22.0,85,Portugal,Douro
120.0,94,Italy,Tuscany
32.0,86,US,Virginia
27.0,87,Italy,Tuscany
20.0,84,US,Washington
60.0,94,Austria,Wachau
25.0,88,France,Bordeaux
31.0,92,Italy,Tuscany
30.0,87,US,California
22.0,86,US,Oregon
22.0,86,US,California
44.0,88,US,California
115.0,92,France,Burgundy
23.0,84,Chile,Central Valley
13.0,86,Germany,Germany
19.0,88,France,Bordeaux
34.0,95,France,Alsace
55.0,86,US,California
49.0,90,US,California
25.0,86,US,California
55.0,92,US,California
70.0,95,US,California
17.0,90,US,New York
48.0,92,US,California
25.0,90,US,California
25.0,92,France,Southwest France
20.0,87,France,Loire Valley
18.0,86,France,Bordeaux
100.0,92,France,Bordeaux
10.0,84,US,California
10.0,85,Australia,Australia Other
53.0,93,France,Burgundy
90.0,86,US,California
28.0,91,US,Washington
35.0,87,Spain,Northern Spain
48.0,86,US,California
32.0,87,US,Washington
19.0,87,Italy,Veneto
27.0,89,US,Oregon
35.0,93,Austria,Wiener Gemischter Satz
17.0,90,US,Oregon
16.0,89,US,Washington
48.0,84,France,Champagne
35.31771674744211,84,Italy,Veneto
17.0,86,Argentina,Mendoza Province
10.0,84,France,Bordeaux
40.0,91,US,Washington
15.0,86,Italy,Northeastern Italy
21.0,92,US,California
21.0,87,Italy,Northeastern Italy
14.0,86,Chile,Rio Claro
15.0,87,US,California
23.0,88,US,Washington
55.0,91,Italy,Tuscany
60.0,95,France,Bordeaux
15.0,87,US,New York
19.0,90,Chile,Casablanca Valley
20.0,88,Uruguay,Canelones
45.0,91,US,California
15.0,84,US,California
110.0,94,US,California
22.0,87,US,California
55.0,92,US,California
15.0,85,Italy,Northeastern Italy
35.0,88,US,California
50.0,91,Spain,Northern Spain
15.0,90,Georgia,Kakheti
33.0,91,France,Bordeaux
10.0,83,Argentina,Mendoza Province
24.0,88,Italy,Southern Italy
72.0,90,US,California
30.0,84,US,California
35.31771674744211,85,Italy,Piedmont
21.0,87,South Africa,Stellenbosch
20.0,88,US,Oregon
9.0,86,Portugal,Tejo
53.0,90,Spain,Catalonia
37.0,88,France,Loire Valley
145.0,94,France,Burgundy
45.0,87,Italy,Veneto
34.0,84,US,California
42.0,92,US,California
48.0,89,US,California
14.0,85,Argentina,Mendoza Province
39.0,94,US,California
59.0,94,US,California
58.0,91,Italy,Tuscany
63.0,94,US,Oregon
24.0,90,Italy,Northeastern Italy
20.0,86,US,California
35.31771674744211,88,France,Bordeaux
25.0,84,US,New York
35.31771674744211,90,Portugal,Tejo
78.0,90,Italy,Veneto
68.0,94,Italy,Piedmont
9.0,84,US,Washington
18.0,85,France,Languedoc-Roussillon
36.0,92,US,California
35.31771674744211,88,France,Burgundy
23.0,91,US,Washington
20.0,85,US,Oregon
35.0,91,US,Oregon
12.0,86,Italy,Veneto
65.0,94,US,Oregon
30.0,88,New Zealand,Marlborough
32.0,91,US,California
40.0,86,US,California
45.0,91,US,California
30.0,91,Germany,Pfalz
60.0,93,Italy,Tuscany
15.0,85,France,Loire Valley
35.31771674744211,90,Italy,Southern Italy
35.31771674744211,92,South Africa,Darling
45.0,87,Italy,Tuscany
40.0,90,Italy,Lombardy
52.0,91,France,Burgundy
15.0,86,Spain,Levante
20.0,86,New Zealand,Nelson
10.0,82,US,California
20.0,86,Austria,Burgenland
22.0,88,US,New York
35.0,91,France,Loire Valley
155.0,93,France,Champagne
900.0,94,Italy,Tuscany
30.0,89,US,California
69.0,93,Spain,Northern Spain
24.0,90,New Zealand,Marlborough
39.0,88,US,California
72.0,90,South Africa,Paarl
35.0,85,US,Virginia
44.0,91,France,Burgundy
95.0,94,South Africa,Paarl
250.0,96,France,Bordeaux
88.0,93,Italy,Veneto
10.0,87,US,California
12.0,90,Portugal,Douro
35.0,94,US,Oregon
35.31771674744211,86,France,Bordeaux
70.0,92,Italy,Tuscany
50.0,91,US,Oregon
14.0,85,France,Alsace
22.0,86,Spain,Catalonia
25.0,90,US,Oregon
75.0,95,US,California
17.0,86,Portugal,Bairrada
28.0,90,US,California
25.0,85,US,Washington
34.0,90,New Zealand,Central Otago
55.0,87,US,California
16.0,88,Germany,Mosel
28.0,88,US,Washington
36.0,92,US,California
15.0,87,US,New York
26.0,90,US,California
11.0,84,US,New York
20.0,87,Italy,Tuscany
85.0,92,US,California
65.0,90,US,California
30.0,85,Spain,Northern Spain
18.0,91,Portugal,Tejo
18.0,87,Spain,Catalonia
25.0,89,Italy,Northeastern Italy
35.31771674744211,85,France,Bordeaux
18.0,90,US,California
90.0,88,US,Washington
35.31771674744211,86,France,Burgundy
62.0,88,US,California
15.0,83,Spain,Central Spain
80.0,91,France,Champagne
13.0,86,South Africa,Coastal Region
35.31771674744211,86,Spain,Northern Spain
34.0,89,US,California
11.0,89,Argentina,Mendoza Province
60.0,87,Italy,Piedmont
55.0,91,US,California
25.0,88,US,Oregon
18.0,87,Argentina,Mendoza Province
15.0,87,US,California
35.0,85,US,California
40.0,93,Italy,Piedmont
22.0,91,Portugal,Alentejo
15.0,88,Italy,Veneto
20.0,88,Brazil,Serra Gaúcha
15.0,90,US,California
55.0,88,France,Champagne
35.31771674744211,88,France,Rhône Valley
14.0,87,Australia,Victoria
15.0,88,France,Bordeaux
35.0,89,US,California
24.0,84,US,California
7.0,87,Spain,Northern Spain
25.0,89,Italy,Northeastern Italy
25.0,85,Spain,Spain Other
16.0,86,US,California
20.0,87,France,Loire Valley
27.0,90,US,Washington
30.0,92,France,Bordeaux
15.0,90,France,Alsace
35.0,90,France,Provence
56.0,92,US,California
24.0,86,US,California
16.0,89,US,New York
15.0,84,US,California
16.0,82,US,California
15.0,89,Argentina,Mendoza Province
60.0,94,US,Washington
46.0,87,US,California
22.0,84,US,California
18.0,82,US,California
35.31771674744211,89,Italy,Piedmont
65.0,87,Argentina,Mendoza Province
35.31771674744211,85,France,Beaujolais
36.0,87,US,California
40.0,86,US,Colorado
16.0,86,Italy,Southern Italy
36.0,85,US,California
35.31771674744211,91,France,Bordeaux
70.0,90,Canada,British Columbia
52.0,88,France,Burgundy
35.31771674744211,86,France,Alsace
18.0,88,US,Oregon
44.0,88,Italy,Tuscany
44.0,92,France,Rhône Valley
24.0,92,US,California
30.0,87,US,New York
45.0,93,US,California
15.0,86,Italy,Northeastern Italy
36.0,87,US,California
135.0,93,US,Washington
19.0,90,US,California
55.0,91,US,California
25.0,88,France,Burgundy
25.0,86,Italy,Tuscany
19.0,92,US,Washington
12.0,85,Portugal,Douro
29.0,91,Austria,Niederösterreich
19.0,90,US,Oregon
16.0,87,Spain,Northern Spain
30.0,88,US,Oregon
22.0,84,US,California
42.0,91,US,California
8.0,84,Argentina,Mendoza Province
45.0,89,US,California
12.0,85,Portugal,Tejo
30.0,87,US,California
15.0,85,Argentina,Mendoza Province
18.0,90,France,Alsace
80.0,91,France,Champagne
72.0,91,France,Burgundy
25.0,88,US,Washington
13.0,88,France,Bordeaux
12.0,86,France,Southwest France
95.0,94,Italy,Piedmont
14.0,86,Chile,Casablanca Valley
35.31771674744211,91,Austria,Burgenland
45.0,92,US,Oregon
35.31771674744211,93,France,Bordeaux
16.0,84,Argentina,Mendoza Province
38.0,91,US,Oregon
32.0,92,US,Washington
28.0,89,Argentina,Other
90.0,93,Chile,Aconcagua Valley
35.31771674744211,87,France,Alsace
70.0,93,US,California
35.0,89,Italy,Italy Other
210.0,91,Argentina,Mendoza Province
130.0,94,Italy,Tuscany
12.0,87,Italy,Northeastern Italy
70.0,90,US,Oregon
24.0,89,US,California
15.0,86,Italy,Southern Italy
19.0,90,Italy,Tuscany
10.0,86,Chile,Casablanca Valley
16.0,91,US,Oregon
17.0,89,France,Bordeaux
9.0,82,US,Washington
23.0,88,Austria,Südsteiermark
12.0,85,Spain,Northern Spain
26.0,90,US,Oregon
9.0,87,France,Languedoc-Roussillon
34.0,88,US,Oregon
50.0,89,US,California
30.0,90,US,California
23.0,87,France,Burgundy
16.0,86,US,New York
25.0,88,Chile,Colchagua Valley
20.0,86,US,California
22.0,87,US,New York
40.0,89,US,California
19.0,91,US,Oregon
22.0,87,France,Bordeaux
30.0,89,Italy,Piedmont
25.0,89,Italy,Lombardy
50.0,87,Italy,Southern Italy
15.0,90,France,Alsace
24.0,93,US,California
37.0,88,France,Bordeaux
11.0,88,New Zealand,Marlborough
64.0,92,Italy,Piedmont
12.0,89,US,Washington
28.0,90,Spain,Levante
12.0,87,Chile,Colchagua Valley
639.0,97,France,Burgundy
150.0,90,Chile,Maipo Valley
9.0,86,Argentina,Mendoza Province
28.0,83,US,Virginia
45.0,92,Portugal,Douro
8.0,85,Chile,Central Valley
40.0,90,US,California
35.31771674744211,85,France,Champagne
25.0,88,Italy,Piedmont
45.0,93,Italy,Central Italy
150.0,92,Chile,Buin
15.0,91,New Zealand,Marlborough
18.0,89,US,California
22.0,90,Portugal,Alentejano
45.0,93,Portugal,Alentejano
56.0,91,France,Champagne
60.0,89,Australia,Victoria
17.0,82,US,California
28.0,82,US,Virginia
45.0,92,US,California
110.0,91,US,California
13.0,86,France,Bordeaux
20.0,87,Italy,Piedmont
16.0,86,Italy,Northeastern Italy
112.0,92,France,Burgundy
12.0,81,Argentina,Mendoza Province
29.0,84,US,California
13.0,83,US,Washington
45.0,93,US,Washington
18.0,91,Austria,Burgenland
16.0,87,US,California
20.0,89,Italy,Tuscany
50.0,89,Greece,Crete
35.31771674744211,88,Italy,Piedmont
36.0,90,US,California
25.0,86,Italy,Northeastern Italy
35.31771674744211,90,France,Bordeaux
45.0,93,US,California
10.0,86,US,California
112.0,85,Germany,Nahe
28.0,88,France,Burgundy
23.0,88,Italy,Northeastern Italy
20.0,90,Argentina,Mendoza Province
26.0,90,France,Champagne
53.0,89,France,Alsace
15.0,87,US,New York
12.0,87,US,California
26.0,89,Italy,Veneto
10.0,90,India,Nashik
50.0,92,US,California
30.0,88,France,Provence
15.0,84,US,California
18.0,86,Israel,Galilee
14.0,83,France,Rhône Valley
13.0,84,France,Bordeaux
19.0,88,France,Rhône Valley
21.0,89,Italy,Veneto
16.0,89,US,New York
32.0,86,US,Washington
25.0,88,France,Burgundy
89.0,92,France,Champagne
13.0,88,Italy,Sicily & Sardinia
22.0,87,US,California
50.0,87,Chile,San Antonio
13.0,86,Chile,Maipo Valley
35.31771674744211,89,South Africa,Stellenbosch
24.0,88,France,Alsace
10.0,86,Italy,Central Italy
45.0,88,US,California
40.0,82,US,California
35.0,89,France,Rhône Valley
15.0,87,Portugal,Alentejano
25.0,92,Austria,Traisental
75.0,93,France,Burgundy
16.0,88,Chile,Leyda Valley
40.0,88,US,California
40.0,91,France,Rhône Valley
50.0,91,Spain,Catalonia
95.0,90,France,Burgundy
24.0,87,Australia,South Australia
10.0,85,Spain,Catalonia
34.0,89,Italy,Piedmont
64.0,90,Italy,Lombardy
50.0,95,US,California
35.31771674744211,84,Italy,Veneto
30.0,92,US,California
100.0,88,US,Washington
20.0,91,US,California
60.0,94,Italy,Piedmont
68.0,94,US,California
33.0,93,US,California
18.0,87,Italy,Sicily & Sardinia
15.0,88,US,Washington
45.0,87,US,California
90.0,91,France,Burgundy
20.0,91,Austria,Kamptal
18.0,89,Italy,Veneto
45.0,92,France,Bordeaux
75.0,90,Italy,Tuscany
40.0,92,Chile,Maipo Valley
28.0,89,US,Washington
38.0,90,US,California
35.31771674744211,88,Italy,Piedmont
31.0,89,Italy,Southern Italy
18.0,84,France,Bordeaux
18.0,87,US,Washington
22.0,86,France,Beaujolais
11.0,87,Portugal,Alentejano
15.0,88,New Zealand,Marlborough
20.0,90,US,California
12.0,84,Chile,Central Valley
65.0,88,US,California
36.0,92,US,California
15.0,88,France,Bordeaux
55.0,86,US,Oregon
40.0,90,Portugal,Port
35.0,87,US,California
45.0,90,US,California
17.0,88,US,Washington
65.0,86,US,California
35.31771674744211,87,France,Alsace
30.0,88,US,California
16.0,85,Italy,Tuscany
10.0,87,Italy,Southern Italy
95.0,95,US,California
75.0,82,US,California
24.0,87,US,California
30.0,91,US,Washington
12.0,88,US,California
40.0,85,Italy,Lombardy
18.0,87,US,New York
55.0,92,US,California
80.0,89,Italy,Tuscany
70.0,92,Portugal,Alentejano
13.0,87,Italy,Tuscany
27.0,89,Italy,Northeastern Italy
35.31771674744211,88,France,Rhône Valley
70.0,89,Italy,Tuscany
